Name,Age,Nationality,Overall,Club,Value,Preferred Positions
M. Gonalons,28,France,80,Roma,€12M,CDM
R. Pereyra,26,Argentina,80,Watford,€18M,CAM
K. Vogt,25,Germany,80,TSG 1899 Hoffenheim,€15M,CDM
F. Orellana,31,Chile,80,Valencia CF,€13M,RW
Maicon,28,Brazil,80,Galatasaray SK,€12M,CB
E. Salvio,26,Argentina,80,SL Benfica,€16M,RM
D. Blind,27,Netherlands,80,Manchester United,€13.5M,CB
S. El Shaarawy,24,Italy,80,Roma,€19M,LW
M. Antonio,27,England,80,West Ham United,€17.5M,RWB
Iago Falqué,27,Spain,80,Torino,€15.5M,LW
S. Rondón,27,Venezuela,80,West Bromwich Albion,€16M,ST
Daniel Carriço,28,Portugal,80,Sevilla FC,€13.5M,CDM
M. Schmelzer,29,Germany,80,Borussia Dortmund,€11M,LM
J. McCarthy,26,Republic of Ireland,80,Everton,€15.5M,CM
A. Dzagoev,27,Russia,80,CSKA Moscow,€16.5M,CF
Ganso,27,Brazil,80,Sevilla FC,€17M,CM
F. Smolov,27,Russia,80,FC Krasnodar,€17.5M,ST
D. Welbeck,26,England,80,Arsenal,€17.5M,ST
Luiz Gustavo,29,Brazil,80,Olympique de Marseille,€11.5M,CB
Mikel San José,28,Spain,80,Athletic Club de Bilbao,€14.5M,CM
M. Darmian,27,Italy,80,Manchester United,€13.5M,RB
R. Thomas,29,France,80,Angers SCO,€11.5M,CB
I. Traoré,29,Guinea,80,Borussia Mönchengladbach,€14.5M,RM
Sidnei,27,Brazil,80,RC Deportivo de La Coruña,€14.5M,CB
J. Lens,29,Netherlands,80,Beşiktaş JK,€14.5M,RW
Eder,30,Italy,80,Inter,€14.5M,LW
Kiko Casilla,30,Spain,80,Real Madrid CF,€9.5M,GK
Nacho Monreal,31,Spain,80,Arsenal,€9.5M,CB
S. Bender,28,Germany,80,Bayer 04 Leverkusen,€13.5M,CDM
M. Díaz,30,Chile,80,U.N.A.M.,€13.5M,CDM
A. Fernández,31,Argentina,80,Atlético Madrid,€12.5M,CM
M. Berg,30,Sweden,80,,€0,CF
I. Piatti,32,Argentina,80,Montreal Impact,€11.5M,CF
V. Birsa,30,Slovenia,80,Chievo Verona,€14M,CAM
Pedro León,30,Spain,80,SD Eibar,€14M,LM
K. Boateng,30,Ghana,80,Eintracht Frankfurt,€14.5M,CAM
Marcano,30,Spain,80,FC Porto,€11M,CB
H. Moreno,29,Mexico,80,Roma,€11.5M,LB
S. Romero,30,Argentina,80,Manchester United,€9.5M,GK
A. Candreva,30,Italy,80,Inter,€14M,RW
D. Criscito,30,Italy,80,Zenit St. Petersburg,€10.5M,CB
D. Wass,28,Denmark,80,RC Celta de Vigo,€14.5M,CAM
Coke,30,Spain,80,FC Schalke 04,€10.5M,RM
A. Guardado,30,Mexico,80,Real Betis Balompié,€13.5M,CDM
J. dos Santos,27,Mexico,80,LA Galaxy,€16.5M,RM
E. Lamela,25,Argentina,80,Tottenham Hotspur,€18.5M,LM
R. Bertrand,27,England,80,Southampton,€12M,LB
Renato Augusto,29,Brazil,80,,€0,LM
Jardel,31,Brazil,80,SL Benfica,€10M,CB
V. Denisov,30,Uzbekistan,80,Lokomotiv Moscow,€10.5M,LB
D. Basta,32,Serbia,80,Lazio,€8M,RM
G. Cabral,31,Argentina,80,RC Celta de Vigo,€10M,CB
G. Paletta,31,Italy,80,Milan,€10M,CB
T. Walcott,28,England,80,Arsenal,€15M,ST
L. Fabiański,32,Poland,80,Swansea City,€8.5M,GK
B. Foster,34,England,80,West Bromwich Albion,€6M,GK
V. Ibišević,32,Bosnia Herzegovina,80,Hertha BSC Berlin,€12M,ST
K. El Ahmadi,32,Morocco,80,Feyenoord,€11M,CM
S. Kalou,31,Ivory Coast,80,Hertha BSC Berlin,€13M,ST
Manuel Fernandes,31,Portugal,80,Lokomotiv Moscow,€13M,CM
A. Granqvist,32,Sweden,80,FC Krasnodar,€8.5M,CB
L. Podolski,32,Germany,80,Vissel Kobe,€12M,CAM
Javi Fuego,33,Spain,80,RCD Espanyol,€6M,CM
F. Belluschi,33,Argentina,80,San Lorenzo de Almagro,€9M,CM
A. Mirante,33,Italy,80,Bologna,€7.5M,GK
V. Enyeama,34,Nigeria,80,LOSC Lille,€6M,GK
F. Marchetti,34,Italy,80,Lazio,€6M,GK
Kaká,35,Brazil,80,Orlando City Soccer Club,€6.5M,CF
J. Milner,31,England,80,Liverpool,€9.5M,CM
A. Hutchinson,34,Canada,80,Beşiktaş JK,€4.5M,CM
M. Topal,31,Turkey,80,Fenerbahçe SK,€10M,CB
J. Mathieu,33,France,80,Sporting CP,€6M,LB
C. Kameni,33,Cameroon,80,Fenerbahçe SK,€7.5M,GK
P. Jagielka,34,England,80,Everton,€4.5M,CB
P. Evra,36,France,80,Olympique de Marseille,€1.7M,LB
J. Defoe,34,England,80,Bournemouth,€8M,ST
Júlio César,37,Brazil,80,SL Benfica,€1M,GK
M. Carrick,35,England,80,Manchester United,€3.5M,CDM
M. Almirón,23,Paraguay,79,Atlanta United FC,€16.5M,LM
Oyarzabal,20,Spain,79,Real Sociedad,€18M,RW
Soares,26,Brazil,79,FC Porto,€15.5M,ST
M. Campaña,28,Uruguay,79,Independiente,€11M,GK
F. Andone,24,Romania,79,RC Deportivo de La Coruña,€17M,ST
M. Acuña,25,Argentina,79,Sporting CP,€16M,RM
V. Lindelöf,22,Sweden,79,Manchester United,€15M,CB
Y. Cardinale,23,France,79,OGC Nice,€12.5M,GK
C. Lenglet,22,France,79,Sevilla FC,€14.5M,CB
M. Dahoud,21,Germany,79,Borussia Dortmund,€18.5M,CDM
D. Zappacosta,25,Italy,79,Chelsea,€13.5M,RM
N. Maksimović,25,Serbia,79,Napoli,€13.5M,CB
E. Rigoni,24,Argentina,79,Zenit St. Petersburg,€17.5M,LM
I. Marcone,27,Argentina,79,Club Atlético Lanús,€12.5M,CDM
L. López,27,Argentina,79,SL Benfica,€12M,CB
A. Correa,22,Argentina,79,Atlético Madrid,€19M,RW
K. Coman,21,France,79,FC Bayern Munich,€18M,LM
S. Kritsyuk,26,Russia,79,FC Krasnodar,€11M,GK
W. Cyprien,22,France,79,OGC Nice,€18.5M,CDM
Diego Llorente,23,Spain,79,Real Sociedad,€16M,CDM
Anderson Talisca,23,Brazil,79,Beşiktaş JK,€17M,CM
L. Dendoncker,22,Belgium,79,RSC Anderlecht,€15M,CB
M. Meyer,21,Germany,79,FC Schalke 04,€18M,LW
Gayà,22,Spain,79,Valencia CF,€14M,LM
S. Boufal,23,Morocco,79,Southampton,€17M,CAM
M. Benassi,22,Italy,79,Fiorentina,€17.5M,CM
N. Tagliafico,24,Argentina,79,Independiente,€14M,CB
E. Hysaj,23,Albania,79,Napoli,€13.5M,RB
João Cancelo,23,Portugal,79,Inter,€15M,RM
A. Romagnoli,22,Italy,79,Milan,€16M,CB
Óliver Torres,22,Spain,79,FC Porto,€17M,CM
H. Çalhanoğlu,23,Turkey,79,Milan,€16.5M,CAM
Gerard Moreno,25,Spain,79,RCD Espanyol,€16.5M,CAM
B. Traoré,21,Burkina Faso,79,Olympique Lyonnais,€17.5M,ST
L. Vietto,23,Argentina,79,Atlético Madrid,€18M,ST
L. Paredes,23,Argentina,79,Zenit St. Petersburg,€16.5M,CDM
M. Arnold,23,Germany,79,VfL Wolfsburg,€16.5M,CDM
S. Gnabry,21,Germany,79,TSG 1899 Hoffenheim,€18.5M,RM
L. Shaw,21,England,79,Manchester United,€14M,LB
E. Višća,27,Bosnia Herzegovina,79,İstanbul Başakşehir FK,€13M,RM
Bernard,24,Brazil,79,Shakhtar Donetsk,€17M,LW
D. Baselli,25,Italy,79,Torino,€16.5M,CM
A. Milik,23,Poland,79,Napoli,€18M,ST
Bernat,24,Spain,79,FC Bayern Munich,€13.5M,LM
W. Orban,24,Germany,79,RB Leipzig,€13.5M,CB
Rubén Pardo,24,Spain,79,Real Sociedad,€16M,CM
K. Zouma,22,France,79,Stoke City,€15M,RB
C. Kramer,26,Germany,79,Borussia Mönchengladbach,€13M,CM
S. Vrsaljko,25,Croatia,79,Atlético Madrid,€13.5M,RB
Zé Luís,26,Cape Verde,79,Spartak Moscow,€15.5M,ST
J. Stones,23,England,79,Manchester City,€14.5M,CB
J. Vestergaard,24,Denmark,79,Borussia Mönchengladbach,€14.5M,CB
Fernando,25,Brazil,79,Spartak Moscow,€14M,CM
M. Depay,23,Netherlands,79,Olympique Lyonnais,€17M,LM
F. Fernández,28,Argentina,79,Swansea City,€10M,CB
S. Sané,26,Senegal,79,Hannover 96,€12.5M,CDM
N. Sansone,25,Italy,79,Villarreal CF,€16M,RM
P. Ntep,24,France,79,VfL Wolfsburg,€16M,LW
F. Ghoulam,26,Algeria,79,Napoli,€13M,LB
J. Murillo,25,Colombia,79,Valencia CF,€13.5M,CB
Gabriel Paulista,26,Brazil,79,Valencia CF,€12.5M,CB
V. Darida,26,Czech Republic,79,Hertha BSC Berlin,€14.5M,CDM
Cédric,25,Portugal,79,Southampton,€13M,RB
L. Tonelli,27,Italy,79,Napoli,€12.5M,CB
R. Saponara,25,Italy,79,Fiorentina,€16M,CAM
D. Sidibé,24,France,79,AS Monaco,€13M,LB
Y. Konoplyanka,27,Ukraine,79,FC Schalke 04,€13M,LM
L. Digne,23,France,79,FC Barcelona,€14M,LB
Paco Alcácer,23,Spain,79,FC Barcelona,€17.5M,ST
Vicente Gómez,28,Spain,79,UD Las Palmas,€12.5M,CDM
E. Çolak,26,Turkey,79,RC Deportivo de La Coruña,€15.5M,CM
N. Jørgensen,26,Denmark,79,Feyenoord,€15.5M,ST
Oriol Romeu,25,Spain,79,Southampton,€13M,CM
Nolito,30,Spain,79,Sevilla FC,€12M,LM
B. Martins Indi,25,Netherlands,79,Stoke City,€13.5M,CB
M. Gabbiadini,25,Italy,79,Southampton,€16.5M,ST
P. Herrmann,26,Germany,79,Borussia Mönchengladbach,€15M,LM
F. Lejeune,26,France,79,Newcastle United,€13.5M,CB
J. Bruma,25,Netherlands,79,VfL Wolfsburg,€13.5M,CB
P. Jones,25,England,79,Manchester United,€12.5M,CB
Adrián,30,Spain,79,West Ham United,€8M,GK
Keko,25,Spain,79,Málaga CF,€16M,RM
H. Pérez,28,Paraguay,79,RCD Espanyol,€12.5M,LM
Jaume Costa,29,Spain,79,Villarreal CF,€9.5M,LM
A. Areola,24,France,79,Paris Saint-Germain,€13M,GK
Escudero,27,Spain,79,Sevilla FC,€10.5M,LM
Y. Mallı,25,Turkey,79,VfL Wolfsburg,€15.5M,CF
A. Kokorin,26,Russia,79,Zenit St. Petersburg,€15.5M,RW
S. Corchia,26,France,79,Sevilla FC,€12M,RB
J. Kucka,30,Slovakia,79,Trabzonspor,€11.5M,CDM
J. Zoet,26,Netherlands,79,PSV,€11M,GK
A. Ljajić,25,Serbia,79,Torino,€16M,CAM
Canales,26,Spain,79,Real Sociedad,€15.5M,RW
M. Hitz,29,Switzerland,79,FC Augsburg,€8.5M,GK
Balenziaga,29,Spain,79,Athletic Club de Bilbao,€9.5M,LB
W. Bony,28,Ivory Coast,79,Swansea City,€13M,ST
B. Hübner,27,Germany,79,TSG 1899 Hoffenheim,€10.5M,CB
F. Coquelin,26,France,79,Arsenal,€12M,CM
Jonathas,28,Brazil,79,Hannover 96,€13M,ST
G. Bou,27,Argentina,79,Club Tijuana,€14.5M,ST
V. Babacan,28,Turkey,79,İstanbul Başakşehir FK,€10M,GK
S. Doumbia,29,Ivory Coast,79,Sporting CP,€12.5M,CF
C. Noboa,32,Ecuador,79,Zenit St. Petersburg,€9.5M,CDM
I. Smolnikov,28,Russia,79,Zenit St. Petersburg,€10M,RB
Maurício,28,Brazil,79,Lazio,€10M,RB
M. Fabián,27,Mexico,79,Eintracht Frankfurt,€13M,LM
R. Zieler,28,Germany,79,VfB Stuttgart,€10M,GK
D. Drinkwater,27,England,79,Chelsea,€14M,CM
A. Kolarov,31,Serbia,79,Roma,€8M,CB
Mariano,31,Brazil,79,Galatasaray SK,€8M,RM
S. Feghouli,27,Algeria,79,Galatasaray SK,€13M,RM
K. Papadopoulos,25,Greece,79,Hamburger SV,€13.5M,CB
S. Wagner,29,Germany,79,TSG 1899 Hoffenheim,€12.5M,ST
P. Piatti,28,Argentina,79,RCD Espanyol,€12.5M,LW
C. Yacob,29,Argentina,79,West Bromwich Albion,€10M,CM
A. Ogbonna,29,Italy,79,West Ham United,€10M,CB
Roberto,31,Spain,79,Málaga CF,€7.5M,GK
N. Amrabat,30,Morocco,79,CD Leganés,€12M,CAM
W. Vainqueur,28,France,79,Antalyaspor,€10M,CDM
Marcelo,30,Brazil,79,Olympique Lyonnais,€9.5M,CB
Antunes,30,Portugal,79,Getafe CF,€9M,LB
Fabricio,29,Spain,79,Beşiktaş JK,€10M,GK
S. Prödl,30,Austria,79,Watford,€9.5M,CB
S. Tasci,30,Germany,79,Spartak Moscow,€9.5M,CB
F. Johnson,29,United States,79,Borussia Mönchengladbach,€12.5M,RB
Bojan,26,Spain,79,Deportivo Alavés,€15M,ST
M. Fellaini,29,Belgium,79,Manchester United,€12M,CDM
P. Wernbloom,31,Sweden,79,CSKA Moscow,€8.5M,CDM
A. Ayew,27,Ghana,79,West Ham United,€13M,CAM
D. Ospina,28,Colombia,79,Arsenal,€9M,GK
W. Reid,28,New Zealand,79,West Ham United,€11.5M,CB
Lucas Leiva,30,Brazil,79,Lazio,€9.5M,CB
Z. Junuzović,29,Austria,79,SV Werder Bremen,€12M,LM
C. Ansaldi,30,Argentina,79,Torino,€9M,LB
V. Moses,26,Nigeria,79,Chelsea,€12.5M,LM
D. Zurutuza,30,France,79,Real Sociedad,€11.5M,CM
D. Valeri,31,Argentina,79,Portland Timbers,€11M,CAM
José Fonte,33,Portugal,79,West Ham United,€5M,CB
N. Şahin,28,Turkey,79,Borussia Dortmund,€10M,CM
Gervinho,30,Ivory Coast,79,,€0,RW
G. dos Santos,28,Mexico,79,LA Galaxy,€13M,ST
R. Shawcross,29,England,79,Stoke City,€10M,CB
J. Evans,29,Northern Ireland,79,West Bromwich Albion,€10M,LB
S. Sirigu,30,Italy,79,Torino,€8M,GK
A. Gyan,31,Ghana,79,Kayserispor,€11.5M,ST
Y. Cabaye,31,France,79,Crystal Palace,€11M,CDM
Danilo,33,Brazil,79,Udinese,€5M,CB
N. Pareja,33,Argentina,79,Sevilla FC,€5M,CB
S. Radu,30,Romania,79,Lazio,€9M,CB
D. Abraham,30,Argentina,79,Eintracht Frankfurt,€9.5M,CB
M. Krohn-Dehli,34,Denmark,79,Sevilla FC,€6.5M,CM
Jurado,31,Spain,79,RCD Espanyol,€11M,CM
B. Gomis,31,France,79,Galatasaray SK,€11.5M,ST
H. Herrera,27,Mexico,79,FC Porto,€14M,CDM
Luisão,36,Brazil,79,SL Benfica,€1.7M,CB
V. Berezutskiy,35,Russia,79,CSKA Moscow,€3M,CB
I. Akinfeev,31,Russia,79,CSKA Moscow,€7.5M,GK
I. Denisov,33,Russia,79,Lokomotiv Moscow,€5M,CDM
A. Samedov,32,Russia,79,Spartak Moscow,€10M,RM
Xabi Prieto,33,Spain,79,Real Sociedad,€7.5M,RW
Negredo,31,Spain,79,Beşiktaş JK,€11.5M,ST
A. Pyatov,33,Ukraine,79,Shakhtar Donetsk,€6.5M,GK
P. Zabaleta,32,Argentina,79,West Ham United,€7M,RB
G. Ochoa,31,Mexico,79,Standard de Liège,€7.5M,GK
W. Caballero,35,Argentina,79,Chelsea,€3M,GK
Vágner Love,33,Brazil,79,Alanyaspor,€8M,CAM
M. Vorm,33,Netherlands,79,Tottenham Hotspur,€6.5M,GK
D. Baier,33,Germany,79,FC Augsburg,€5M,CDM
Gomes,36,Brazil,79,Watford,€1.7M,GK
R. Adler,32,Germany,79,1. FSV Mainz 05,€7M,GK
S. Sorrentino,38,Italy,79,Chievo Verona,€850K,GK
T. Rosický,36,Czech Republic,79,Sparta Praha,€4.2M,RM
A. Pirlo,38,Italy,79,New York City Football Club,€4M,CDM
G. Barry,36,England,79,West Bromwich Albion,€1.7M,CDM
E. Belözoğlu,36,Turkey,79,İstanbul Başakşehir FK,€4M,CDM
A. Lunev,25,Russia,78,Zenit St. Petersburg,€9M,GK
André Silva,21,Portugal,78,Milan,€15.5M,ST
K. Dolberg,19,Denmark,78,Ajax,€16.5M,CAM
Yeray,22,Spain,78,Athletic Club de Bilbao,€12M,CB
C. Pulisic,18,United States,78,Borussia Dortmund,€16.5M,LM
L. Tousart,20,France,78,Olympique Lyonnais,€14M,CM
A. Onana,21,Cameroon,78,Ajax,€11M,GK
V. Koziello,21,France,78,OGC Nice,€14.5M,CDM
N. Radoja,24,Serbia,78,RC Celta de Vigo,€13.5M,CDM
V. Rongier,22,France,78,FC Nantes,€14M,CDM
O. Al Soma,28,Syria,78,Al Ahli,€10.5M,ST
F. Cervi,23,Argentina,78,SL Benfica,€14.5M,LM
Jorge Meré,20,Spain,78,1. FC Köln,€12M,CB
Jony,25,Spain,78,Málaga CF,€12.5M,RM
R. Karsdorp,22,Netherlands,78,Roma,€12M,RB
Dani Ceballos,20,Spain,78,Real Madrid CF,€16.5M,CAM
H. Lozano,21,Mexico,78,PSV,€14.5M,RW
Raúl,27,Brazil,78,SC Braga,€10M,CB
Pau López,22,Spain,78,RCD Espanyol,€10M,GK
M. Vecino,25,Uruguay,78,Inter,€13M,CDM
A. Sanabria,21,Paraguay,78,Real Betis Balompié,€15.5M,ST
R. Battaglia,25,Argentina,78,Sporting CP,€12.5M,CDM
J. Izquierdo,24,Colombia,78,Brighton & Hove Albion,€13M,LW
T. Bongonda,21,Belgium,78,Trabzonspor,€14.5M,RW
Rúben Semedo,23,Portugal,78,Villarreal CF,€12.5M,CB
Rafa,24,Portugal,78,SL Benfica,€14M,ST
Morales,29,Spain,78,Levante UD,€10M,RM
Capa,25,Spain,78,SD Eibar,€11.5M,RB
M. Sportiello,25,Italy,78,Fiorentina,€9.5M,GK
D. Zapata,26,Colombia,78,Sampdoria,€13M,ST
D. Benedetto,27,Argentina,78,Boca Juniors,€12M,ST
A. Ruiz,23,Argentina,78,Sporting CP,€14.5M,ST
D. Laxalt,24,Uruguay,78,Genoa,€13.5M,LM
D. Origi,22,Belgium,78,VfL Wolfsburg,€15M,RW
N. Stark,22,Germany,78,Hertha BSC Berlin,€12.5M,CDM
Hernâni,25,Portugal,78,FC Porto,€12.5M,LM
Iuri Medeiros,22,Portugal,78,Sporting CP,€14.5M,LM
Bruno Fernandes,22,Portugal,78,Sporting CP,€14.5M,CM
R. Gagliardini,23,Italy,78,Inter,€14.5M,CDM
Pedro Santos,29,Portugal,78,Columbus Crew SC,€10M,LM
Carles Gil,24,Spain,78,RC Deportivo de La Coruña,€14M,CAM
Paulo Oliveira,26,Portugal,78,SD Eibar,€11M,CB
A. Szymanowski,28,Argentina,78,CD Leganés,€10.5M,LW
Bruno Peres,27,Brazil,78,Roma,€11M,RB
K. Wimmer,24,Austria,78,Stoke City,€12M,CB
Tiago Volpi,26,Brazil,78,Querétaro,€8.5M,GK
F. Kostić,24,Serbia,78,Hamburger SV,€14M,LM
A. Samaris,28,Greece,78,SL Benfica,€8.5M,CM
A. Doucouré,24,France,78,Watford,€12M,CM
G. Pizarro,27,Argentina,78,Sevilla FC,€10M,CM
J. Martínez,24,Venezuela,78,Atlanta United FC,€13.5M,ST
M. Ginter,23,Germany,78,Borussia Mönchengladbach,€11.5M,CDM
J. Lingard,24,England,78,Manchester United,€13M,RW
M. Weiser,23,Germany,78,Hertha BSC Berlin,€12M,RM
D. Cheryshev,26,Russia,78,Villarreal CF,€12M,LW
Bigas,26,Spain,78,UD Las Palmas,€11M,CB
D. Heintz,23,Germany,78,1. FC Köln,€11.5M,CB
B. Davies,24,Wales,78,Tottenham Hotspur,€11M,LWB
L. Castro,28,Argentina,78,Chievo Verona,€10.5M,RM
J. Ward-Prowse,22,England,78,Southampton,€15M,CAM
T. Inui,29,Japan,78,SD Eibar,€10M,RM
M. Sabitzer,23,Austria,78,RB Leipzig,€13.5M,ST
B. Mendy,22,France,78,Manchester City,€13M,LWB
R. Jiménez,26,Mexico,78,SL Benfica,€12.5M,ST
E. Sala,26,Argentina,78,FC Nantes,€12.5M,ST
B. Reynet,26,France,78,Dijon FCO,€8.5M,GK
M. Niang,22,France,78,Torino,€14.5M,ST
K. Fortounis,24,Greece,78,Olympiakos CFP,€13.5M,LM
Pozuelo,25,Spain,78,KRC Genk,€13M,CDM
Joãozinho,28,Brazil,78,FC Krasnodar,€10.5M,RW
P. Kadeřábek,25,Czech Republic,78,TSG 1899 Hoffenheim,€11M,RB
T. Vilhena,22,Netherlands,78,Feyenoord,€14M,CAM
M. Elyounoussi,22,Norway,78,FC Basel,€14M,CM
L. Bittencourt,23,Germany,78,1. FC Köln,€13.5M,RM
Sergi Darder,23,Spain,78,RCD Espanyol,€14M,CM
D. Demme,25,Germany,78,RB Leipzig,€11M,CM
V. Eysseric,25,France,78,Fiorentina,€12.5M,LM
G. Ramírez,26,Uruguay,78,Sampdoria,€13M,LM
David López,27,Spain,78,RCD Espanyol,€8.5M,CDM
C. Tătăruşanu,31,Romania,78,FC Nantes,€6.5M,GK
M. Badelj,28,Croatia,78,Fiorentina,€10.5M,CDM
A. Mandi,25,Algeria,78,Real Betis Balompié,€11.5M,CB
Ismaily,27,Brazil,78,Shakhtar Donetsk,€8.5M,LB
A. Marchesín,29,Argentina,78,Club América,€8M,GK
L. Teodorczyk,26,Poland,78,RSC Anderlecht,€12.5M,ST
Marafona,30,Portugal,78,SC Braga,€6.5M,GK
B. Lecomte,26,France,78,Montpellier Hérault SC,€9.5M,GK
N. Chadli,27,Belgium,78,West Bromwich Albion,€11M,CAM
S. Rode,26,Germany,78,Borussia Dortmund,€10.5M,CM
M. van Ginkel,24,Netherlands,78,PSV,€13.5M,CM
André André,27,Portugal,78,FC Porto,€10.5M,CM
J. Guidetti,25,Sweden,78,RC Celta de Vigo,€13.5M,ST
Danilo,25,Brazil,78,Manchester City,€10.5M,CB
V. Aboubakar,25,Cameroon,78,FC Porto,€13.5M,ST
C. Aránguiz,28,Chile,78,Bayer 04 Leverkusen,€10.5M,CDM
Raúl Navas,29,Spain,78,Real Sociedad,€9M,CB
K. Mbodj,27,Senegal,78,RSC Anderlecht,€10M,CB
Rodrigo,26,Spain,78,Valencia CF,€13M,LW
R. Funes Mori,26,Argentina,78,Monterrey,€13M,ST
M. Höger,27,Germany,78,1. FC Köln,€10.5M,CDM
N. Lodeiro,28,Uruguay,78,Seattle Sounders FC,€10.5M,CF
D. Caligiuri,29,Italy,78,FC Schalke 04,€10M,RW
S. Verdi,24,Italy,78,Bologna,€13M,CAM
E. Pérez,31,Argentina,78,River Plate,€9M,CDM
T. Gutiérrez,32,Colombia,78,CPD Junior Barranquilla,€8.5M,ST
C. Austin,27,England,78,Southampton,€11M,ST
E. Berisha,28,Albania,78,Atalanta,€8.5M,GK
G. Gillet,33,Belgium,78,Olympiakos CFP,€4.2M,CM
L. López,34,Argentina,78,Racing Club de Avellaneda,€5.5M,ST
A. Townsend,25,England,78,Crystal Palace,€12.5M,RM
D. Heintz,23,Germany,78,1. FC Köln,€11.5M,CB
Pozuelo,25,Spain,78,KRC Genk,€13M,CDM
T. Vermaelen,31,Belgium,78,FC Barcelona,€7M,LB
I. Abate,30,Italy,78,Milan,€7.5M,RB
J. Briand,31,France,78,En Avant de Guingamp,€9.5M,RM
M. Sabitzer,23,Austria,78,RB Leipzig,€13.5M,ST
Capa,25,Spain,78,SD Eibar,€11.5M,RB
J. Toulalan,33,France,78,Girondins de Bordeaux,€4.2M,CDM
Bruno Alves,35,Portugal,78,Rangers,€2.4M,CB
T. Howard,38,United States,78,Colorado Rapids,€700K,GK
M. Barovero,33,Argentina,78,Necaxa,€5M,GK
C. Aránguiz,28,Chile,78,Bayer 04 Leverkusen,€10.5M,CDM
V. Rongier,22,France,78,FC Nantes,€14M,CDM
Joaquín,35,Spain,78,Real Betis Balompié,€4.5M,LM
J. Lingard,24,England,78,Manchester United,€13M,RW
S. Bocchetti,30,Italy,78,Spartak Moscow,€7.5M,CB
A. Marchesín,29,Argentina,78,Club América,€8M,GK
Muniain,24,Spain,78,Athletic Club de Bilbao,€14M,RW
Danilo,25,Brazil,78,Manchester City,€10.5M,CB
C. Gentner,31,Germany,78,VfB Stuttgart,€9M,CAM
O. Al Soma,28,Syria,78,Al Ahli,€10.5M,ST
F. Gago,31,Argentina,78,Boca Juniors,€7M,CM
Bigas,26,Spain,78,UD Las Palmas,€11M,CB
D. Origi,22,Belgium,78,VfL Wolfsburg,€15M,RW
D. Cheryshev,26,Russia,78,Villarreal CF,€12M,LW
R. van Persie,33,Netherlands,78,Fenerbahçe SK,€6.5M,CAM
M. Layún,29,Mexico,78,FC Porto,€8M,RB
V. Eysseric,25,France,78,Fiorentina,€12.5M,LM
Sergi Darder,23,Spain,78,RCD Espanyol,€14M,CM
D. Laxalt,24,Uruguay,78,Genoa,€13.5M,LM
Tiago Volpi,26,Brazil,78,Querétaro,€8.5M,GK
Morales,29,Spain,78,Levante UD,€10M,RM
V. Aboubakar,25,Cameroon,78,FC Porto,€13.5M,ST
A. Szymanowski,28,Argentina,78,CD Leganés,€10.5M,LW
N. Nkoulou,27,Cameroon,78,Torino,€10M,CB
S. Ignashevich,37,Russia,78,CSKA Moscow,€1.4M,CB
Ismaily,27,Brazil,78,Shakhtar Donetsk,€8.5M,LB
Pau López,22,Spain,78,RCD Espanyol,€10M,GK
Rafinha,31,Brazil,78,FC Bayern Munich,€7M,CB
L. Tousart,20,France,78,Olympique Lyonnais,€14M,CM
J. Terry,36,England,78,Aston Villa,€1.4M,CB
P. Skjelbred,30,Norway,78,Hertha BSC Berlin,€7.5M,CM
I. Afellay,31,Netherlands,78,Stoke City,€9M,CDM
N. Lombaerts,32,Belgium,78,KV Oostende,€6M,CB
Granero,29,Spain,78,RCD Espanyol,€10M,CDM
J. Baumgartlinger,29,Austria,78,Bayer 04 Leverkusen,€8M,CDM
R. Palacio,35,Argentina,78,Bologna,€4.8M,ST
Miguel Lopes,30,Portugal,78,Akhisar Belediyespor,€7.5M,RB
Susaeta,29,Spain,78,Athletic Club de Bilbao,€10M,LW
Hilton,39,Brazil,78,Montpellier Hérault SC,€700K,CB
Y. M'Vila,27,France,78,Rubin Kazan,€10.5M,CM
Pedro Santos,29,Portugal,78,Columbus Crew SC,€10M,LM
Hernâni,25,Portugal,78,FC Porto,€12.5M,LM
V. Koziello,21,France,78,OGC Nice,€14.5M,CDM
J. Guidetti,25,Sweden,78,RC Celta de Vigo,€13.5M,ST
Borja Bastón,24,Spain,78,Málaga CF,€14M,ST
J. Farfán,32,Peru,78,Lokomotiv Moscow,€8M,ST
J. Montero,27,Ecuador,78,Getafe CF,€11M,LW
A. Mandi,25,Algeria,78,Real Betis Balompié,€11.5M,CB
K. Mbodj,27,Senegal,78,RSC Anderlecht,€10M,CB
M. Badelj,28,Croatia,78,Fiorentina,€10.5M,CDM
R. Battaglia,25,Argentina,78,Sporting CP,€12.5M,CDM
M. Ruben,30,Argentina,78,Rosario Central,€10M,ST
M. Borriello,35,Italy,78,Ferrara (SPAL),€4.8M,ST
Rodrigo,26,Spain,78,Valencia CF,€13M,LW
R. Gagliardini,23,Italy,78,Inter,€14.5M,CDM
Eliseu,33,Portugal,78,SL Benfica,€4M,LB
F. Kostić,24,Serbia,78,Hamburger SV,€14M,LM
A. Onana,21,Cameroon,78,Ajax,€11M,GK
Mosquera,29,Spain,78,RC Deportivo de La Coruña,€8M,CM
Rochina,26,Spain,78,Rubin Kazan,€12.5M,RM
André André,27,Portugal,78,FC Porto,€10.5M,CM
Rúben Semedo,23,Portugal,78,Villarreal CF,€12.5M,CB
